gene_id	coeff_KF_JAX	stderr_coef	proberr_coef
AC002091.1	0.995801553531742	1.47918125684369e-07	2.37462830293171e-05
AC002091.2	0.995354551625305	1.63630076239038e-07	2.62686272186285e-05
AC002094.1	0.864813580031423	4.45024487701656e-06	0.000714427484194188
AC002094.2	0.996695276456731	1.16482945361531e-07	1.86997839233416e-05
AC002094.3	0.940635525319722	2.03369595584115e-06	0.000326482772409039
AC002094.4	0.998863607027017	4.00984069512889e-08	6.43726464275136e-06
AC002094.5	0.983083927632263	5.92183152646572e-07	9.50671101521721e-05
AC002101.1	0.999843944144388	5.50923876914512e-09	8.84434835034086e-07
AC002115.1	0.995383870975914	1.62599728163489e-07	2.61032185717334e-05
AC002115.2	0.999374427541967	2.20793951271854e-08	3.54455252444882e-06
AC002116.1	0.704475104024055	8.8920143307848e-06	0.00142749435218048
AC002116.2	0.99587491819995	1.45338710991422e-07	2.33321923892057e-05
AC002127.1	0.999978443172228	7.61071720942171e-10	1.22179918164093e-07
AC002127.2	0.999631112971311	1.30214302312139e-08	2.090417021486e-06
AC002128.1	0.999054614232872	3.33617741139383e-08	5.3557880537249e-06
AC002128.2	0.999433752816641	1.99861200897739e-08	3.20850512480393e-06
AC002306.1	0.993379694316119	2.32961144619656e-07	3.73988059230566e-05
AC002310.1	0.999353799627447	2.28072159685088e-08	3.66139445719193e-06
AC002310.2	0.997049087129333	1.04030466292944e-07	1.67007044257398e-05
AC002310.3	0.613577187950904	1.10069734929082e-05	0.00176702284895439
AC002310.4	NA	NA	NA
AC002310.5	0.933789304457708	2.26023045615714e-06	0.000362849866269375
AC002310.6	0.998538149648357	5.15739954956171e-08	8.27951739061998e-06
AC002347.1	0.989693166038336	3.62015200836997e-07	5.81167140958357e-05
AC002347.2	NA	NA	NA
AC002350.1	0.32747718978388	1.57597565698922e-05	0.00253001880770414
AC002350.2	0.998923177814252	3.79975431696682e-08	6.09999897139707e-06
AC002351.1	0.999486809540878	1.81139237712855e-08	2.90794896605341e-06
AC002366.1	0.998300688921792	5.99444728547583e-08	9.62328593515111e-06
AC002367.1	0.917086412271771	2.80596865602477e-06	0.000450460858458522
AC002368.1	0.994473588150615	1.94574962414223e-07	3.12364161358159e-05
AC002375.1	0.981895824866409	6.33395514579751e-07	0.000101683205415982
AC002378.1	0.673495364119279	9.64560080691003e-06	0.00154847261408274
AC002381.1	0.999903381939608	3.41100808031414e-09	5.47591871622711e-07
AC002383.1	0.863063397110957	4.50362894660527e-06	0.000722997584848486
AC002384.1	0.998648152899591	4.76957122976055e-08	7.65691072857816e-06
AC002384.2	0.999254677238489	2.63043711517354e-08	4.22281609767124e-06
AC002386.1	0.995022017733989	1.75313942673727e-07	2.81443162050268e-05
AC002398.1	0.976210804153324	8.29905130884055e-07	0.000133230204440981
AC002398.2	0.992989882061719	2.46629962629797e-07	3.95931524214542e-05
AC002400.1	0.999925875130225	2.6169369625425e-09	4.20114340246689e-07
AC002401.1	1	3.91972540822326e-21	6.29259656382401e-19
AC002401.2	0.995895429749849	1.44617515240852e-07	2.32164140264571e-05
AC002401.3	0.999941402440952	2.06877002579541e-09	3.32113446731542e-07
AC002401.4	0.998369620368256	5.75148482866765e-08	9.23324210258009e-06
AC002407.1	0.999932694338919	2.37619672555418e-09	3.81466704754958e-07
AC002428.1	0.998822636846514	4.15432164061701e-08	6.66920953848543e-06
AC002428.2	0.976381361232854	8.24026222233409e-07	0.000132286424034923
AC002429.1	0.999934469389915	2.31353138522063e-09	3.71406619820781e-07
AC002429.2	0.999485775912149	1.81503980597458e-08	2.9138044267893e-06
AC002451.1	0.982746325449357	6.03898810474991e-07	9.69479028229899e-05
AC002451.2	0.99954670550559	1.6000273847637e-08	2.56863065006182e-06
AC002454.1	0.999459788275336	1.90674272811149e-08	3.06102124241641e-06
AC002456.1	0.997013495690864	1.05283318215707e-07	1.69018330988764e-05
AC002456.2	0.882713023261715	3.89806733802011e-06	0.000625782741957388
AC002460.1	0.999985584680487	5.0893996652687e-10	8.17035264215445e-08
AC002463.1	0.988705551647519	3.96507063645223e-07	6.3653922823049e-05
AC002464.1	0.99994076869369	2.09114362859521e-09	3.35705230375443e-07
AC002465.1	0.999883793125527	4.10253221487282e-09	6.58606852003638e-07
AC002467.1	0.996945083533899	1.07691364524554e-07	1.72884128296093e-05
AC002470.1	0.999463597150437	1.89330244864577e-08	3.03944466559668e-06
AC002472.1	0.996074544577421	1.38319122385313e-07	2.22052910238808e-05
AC002472.2	0.995458225977485	1.59986589707641e-07	2.56837140310947e-05
AC002472.3	0.906239896011875	3.15508492579414e-06	0.000506506821140423
AC002472.4	NA	NA	NA
AC002480.1	0.999307188081644	2.44517696716266e-08	3.92540562898354e-06
AC002480.2	0.998962340867839	3.66163241040807e-08	5.87826266487493e-06
AC002480.3	0.998987808304688	3.5718098760683e-08	5.7340645611622e-06
AC002480.4	0.999856962069666	5.04969991560449e-09	8.10661998685222e-07
AC002486.1	0.999936096917708	2.25607401816008e-09	3.62182605562714e-07
AC002486.2	0.999564730120348	1.53641840742038e-08	2.46651491730687e-06
AC002487.1	0.998042709877156	6.90359635126247e-08	1.10828035522196e-05
AC002504.1	0.995258117291629	1.67018782042107e-07	2.68126387569741e-05
AC002511.1	0.999078712992772	3.25117434809063e-08	5.21932696822793e-06
AC002511.2	0.999284271008611	2.52603042435444e-08	4.05520507509547e-06
AC002511.3	0.999969987309724	1.05960457194191e-09	1.70105387342329e-07
